id,activity_timestamp,time_range,captured_events,total_keys_pressed,total_mouse_clicks,total_mouse_movements,e_id_id,o_id_id
11,"2024-10-22 17:12:59.000000",17:12,"Key.alt_l Key.tab Key.tab Key.tab Key.tab Key.ctrl_l Enter Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.tab Key.tab Key.tab Key.alt_l Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab",27,0,0,1,2
12,"2024-10-22 17:17:59.000000",17:17,"Key.ctrl_l   Key.alt_l Key.tab Key.tab Key.tab Key.ctrl_l  Space w h e n Space r u n n i n g Space n p x Space e l e c t r o n Space 2 Space l o g i n Space f o r m Space i s Space c o m m i n g Space w h a t Space i s Space t h e Space p r o b l e m Space",80,0,77,1,2
13,"2024-10-22 17:18:59.000000",17:18,"Key.backspace Key.delete w i n d o w s Space b Key.backspace i s Space o p e i n g Space Key.delete Enter Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.tab Key.ctrl_l Enter",32,0,0,1,2
14,"2024-10-22 17:19:59.000000",17:19,"↑ ↑ ↑ ↑ ↑ ↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Enter Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Enter",97,0,0,1,2
15,"2024-10-22 17:20:59.000000",17:20,"Key.alt_l Key.tab Key.tab Key.ctrl_l Enter Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.ctrl_l Enter",17,0,0,1,2
16,"2024-10-22 17:21:59.000000",17:21,"↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↓ ↓ Key.alt_l Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.backspace c r e a t e w i n d o w Key.shift_r ( ) Enter Enter Key.backspace Key.backspace Enter Enter Enter Enter Enter Key.ctrl_l Enter",53,0,0,1,2
17,"2024-10-22 17:40:59.000000",17:40,"Key.page_up Key.page_up Key.page_up Key.page_up Key.page_up ← Key.page_up Key.num_lock <105> Key.backspace Key.backspace <105> <96> <96> ; Key.ctrl_l Enter",17,0,33,1,2
19,"2024-10-22 18:00:59.000000",18:00,"Key.alt_l Key.tab Key.tab Key.tab Key.ctrl_l Enter → → → ↑ ↑ ← ← ← → → → → → → → ↓ ← ← ← ← ← ← ↓ ↓ ↓",31,0,0,1,2
20,"2024-10-22 18:01:59.000000",18:01,"Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.tab h o w Space t o Space c o n v e r t Space a Space p a c k a g e Space Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Space e l e c t r o n Space p a c k a g e Space t o Space a n Space i n s t a l l e r Enter ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↑ ↑ ↑ ↑ ↓ ↓ ↓",173,0,0,1,2
21,"2024-10-22 18:02:59.000000",18:02,"↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.ctrl_l Key.ctrl_l Enter Key.ctrl_l Enter",97,0,0,1,2
22,"2024-10-22 18:03:59.000000",18:03,"Key.ctrl_l Key.ctrl_l Enter Key.alt_l Key.tab Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Key.tab",11,0,0,1,2
23,"2024-10-22 18:04:59.000000",18:04,"Key.ctrl_l   Key.alt_l Key.tab Key.alt_l Key.tab Key.tab m y Space p a c k a g e . j s o n Space i s Space Key.ctrl_l  Enter ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ Key.alt_l Key.tab Key.ctrl_l ↓ ↑ ↑ ↑ ↑ ↑ Key.ctrl_l Key.ctrl_l Key.ctrl_l Enter Key.ctrl_l",84,0,0,1,2
24,"2024-10-22 18:05:59.000000",18:05,"Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ Key.ctrl_l Enter Key.ctrl_l Enter Key.alt_l Key.tab Key.tab Enter ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓",63,0,0,1,2
25,"2024-10-22 18:09:59.000000",18:09,"Key.alt_l Key.tab Key.tab ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ i n s t a l l e r Space f o r m Space a Space n o m Key.backspace Key.backspace Key.backspace e l c t r o n Space p a c k a g Space w i t h Space a Space p u Key.backspace y t h o n Space",110,0,202,1,2
26,"2024-10-22 18:10:59.000000",18:10,"e x e c u t a b l e Space f i l e Enter ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑",260,0,0,1,2
27,"2024-10-22 18:11:59.000000",18:11,"Key.alt_l Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Key.ctrl_l  Key.alt_l Key.tab",10,0,0,1,2
28,"2024-10-22 18:12:59.000000",18:12,"Key.ctrl_l  Key.alt_l Key.tab Key.ctrl_l Key.shift  Key.ctrl_l Key.shift  Key.alt_l ↓ Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.tab Key.ctrl_l  Space m o u s e Space m o m e n t s Space i s Space n o t Space c a l c u l a t e d Space Enter Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l",77,0,0,1,2
29,"2024-10-22 18:29:59.000000",18:29,,0,0,317,1,2
30,"2024-10-22 18:30:59.000000",18:30,"↓ Key.alt_l Key.tab Key.tab Key.tab Left Click Key.ctrl_l Enter Left Click Left Click Left Click Left Click Key.alt_l Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Left Click ↑ ↑ ↑ ↑ ↑",28,6,613,1,2
31,"2024-10-22 18:31:59.000000",18:31,"↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑",68,0,0,1,2
32,"2024-10-22 18:32:59.000000",18:32,"Key.alt_l Key.tab Left Click Key.ctrl_l Enter Left Click Key.ctrl_l Enter Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.ctrl_l Enter Left Click Left Click Left Click ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓",22,20,2518,1,2
33,"2024-10-22 18:33:59.000000",18:33,"↓ ↓ ↓ ↓ ↓ ↓ ↓ Key.alt_l Key.tab ↓ ↓ ↓ ↓ ↓ ↓ ↑ ↑ ↑ ↑ ↑ ↑ Key.ctrl_l Enter Left Click Left Click Left Click Key.alt_l Key.tab Key.tab Key.tab Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓",78,11,1576,1,2
35,"2024-10-22 18:56:59.000000",18:56,"Left Click",0,1,18,2,1
36,"2024-10-22 18:57:59.000000",18:57,"Key.alt_l Key.tab Key.tab Left Click Left Click Key.alt_l Key.tab Left Click ↓ ↓ ↓ ↓ ↓ Left Click Left Click Key.alt_l Key.tab Key.tab Key.tab Key.tab Key.tab Key.tab Left Click Key.ctrl_l Enter Left Click Left Click Left Click ← ← ←",22,9,1688,2,1
37,"2024-10-22 18:58:59.000000",18:58,"Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.tab Key.alt_l Key.tab Left Click ↓ ↓ Key.alt_l Key.tab Left Click Key.ctrl_l  Left Click Key.ctrl_l  Left Click Left Click Left Click ← ← Left Click Key.caps_lock t Key.caps_lock h e Space Left Click Key.backspace Key.caps_lock c Key.caps_lock r e w Enter Key.alt_l Key.tab ↓ ↓",36,8,644,2,1
38,"2024-10-22 18:59:59.000000",18:59,"↓ ↓ ↓ ↓ Key.alt_l Key.tab",6,0,17,2,1
39,"2024-10-22 19:32:59.000000",19:32,"Left Click Left Click Left Click Key.ctrl_l Enter Left Click Left Click Left Click Left Click Left Click ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ Left Click ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑",51,9,1622,2,1
40,"2024-10-22 19:33:59.000000",19:33,"Left Click Key.alt_l Key.tab Key.tab Key.tab Key.tab Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Enter Left Click",16,18,2231,2,1
41,"2024-10-22 19:34:59.000000",19:34,"Left Click Left Click Key.ctrl_l Enter Left Click Left Click Left Click Left Click Left Click Key.ctrl_l Enter Left Click Left Click Key.ctrl_l ↑ ↑ ↑ ↑ ↑ ↑ ↓ Key.ctrl_l Enter Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.tab",24,11,2389,2,1
42,"2024-10-22 19:35:59.000000",19:35,"Left Click Left Click Left Click Left Click Key.alt_l Key.tab Key.ctrl_l Enter Left Click Left Click Key.ctrl_l Enter Left Click Left Click",6,8,2202,2,1
43,"2024-10-22 19:36:59.000000",19:36,"Left Click Key.alt_l Key.tab Key.alt_l Key.tab",4,1,557,2,1
44,"2024-10-22 19:37:59.000000",19:37,"Key.alt_l Key.tab Key.ctrl_l Enter Left Click Key.alt_l Key.tab Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.tab Key.ctrl_l Enter Left Click Left Click",42,8,1603,2,1
45,"2024-10-22 19:43:59.000000",19:43,,0,0,9,2,1
46,"2024-10-22 19:44:59.000000",19:44,"← Left Click Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Left Click Left Click Left Click Left Click Left Click",6,7,1515,2,1
47,"2024-10-22 19:45:59.000000",19:45,"Left Click Left Click o k a y Space j p Enter Left Click Key.ctrl_l  Left Click Key.ctrl_l  Space Left Click Key.shift_r " Key.backspace Left Click Key.backspace Key.shift Enter Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.caps_lock t Key.caps_lock e a m Space Key.caps_lock m Key.caps_lock Key.caps_lock e m b e r s",58,6,1119,2,1
48,"2024-10-22 19:46:59.000000",19:46,"Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.caps_lock Key.caps_lock m Key.caps_lock e m b e r s Enter Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.ctrl_l  Left Click Key.ctrl_l  Left Click Key.ctrl_l  Left Click Key.ctrl_l  Key.shift Key.shift Key.shift Key.shift Enter Key.caps_lock t Key.caps_lock e a m Space Key.caps_lock m Key.caps_lock e m b e r s Key.shift_r : Key.shift Enter Key.shift @ Key.backspace Left Click Key.ctrl_l  Left Click Left Click Key.ctrl_l Left Click Key.ctrl_l  Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Enter Key.shift @",70,14,1520,2,1
49,"2024-10-22 19:47:59.000000",19:47,"f Enter Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Enter Key.shift @ s ↓ Enter Enter Left Click Left Click Left Click Key.shift Enter a n d Space m e Key.backspace Key.backspace Key.caps_lock m Key.caps_lock e Enter Left Click Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l",65,4,858,2,1
50,"2024-10-22 19:48:59.000000",19:48,"Key.alt_l Key.tab Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Left Click",19,13,1911,2,1
